             t          Imag Ierr
-------------- ------------- ----
0.620755596311 19.3340115037 0.08
 13.9063072659 19.1844998309 0.08
 89.8517924711 19.0361011973 0.08
 86.1663044625 19.3318252026 0.08
 85.9687993699 19.3229250973 0.08
 86.6348412123 19.4215669459 0.08
  30.303819268 19.5678461218 0.08
  51.953629044 18.9699332328 0.08
 9.54016943494 18.9445992736 0.08
 46.8589908102 19.2941517683 0.08
 95.9072199098 19.2634272052 0.08
0.575328037679 19.2905453517 0.08
 15.5274984497 19.4586691154 0.08
 14.5495476505 19.2937955512 0.08
 59.6956094738  19.310277485 0.08
 45.8430398766 19.3702156767 0.08
 40.0511614339 19.1338438162 0.08
 11.2652149572 19.1319877453 0.08
 25.7983405343  19.066298831 0.08
 87.2748481894 19.2556780075 0.08
 27.6246356481 19.2598471977 0.08
 58.1292379432 19.3958196715 0.08
 98.8925109494 19.3503548514 0.08
 57.2095672855 19.3344797168 0.08
 83.9749425837  19.392423149 0.08
 22.6870726294 18.8578286934 0.08
 19.7978916382 19.1587115975 0.08
 97.8131424493 19.2574078933 0.08
 88.4984265025 19.3332087169 0.08
 81.6686041627 19.0448619991 0.08
 42.4022146919 19.1950596963 0.08
 69.1522721525 19.2238572282 0.08
 75.3191925487  19.163122423 0.08
  98.051790927 19.3038571964 0.08
 32.8346397977 19.4040145516 0.08
0.444055657212 19.4068050491 0.08
 87.5189127482 19.1515920837 0.08
  6.1886374416  19.016975892 0.08
 73.7766970396 19.2705646248 0.08
 96.8385254721 19.1624391057 0.08
 18.6872686378 19.2577151993 0.08
 86.8316797237 19.2962176084 0.08
 35.3523383827 18.9091749505 0.08
  81.023577003 18.9266630325 0.08
 72.3633269172 19.3186465338 0.08
 89.7536996764 19.0046331162 0.08
 9.92371993843 18.9672734217 0.08
 94.0703243067 19.0039583986 0.08
 70.2150073621 19.4310289837 0.08
 92.8264077243 18.8455435534 0.08
 69.9738282245 19.4582056179 0.08
 16.5771126441 19.3722112958 0.08
 87.1879998319 19.2930672058 0.08
 7.62165471053 18.8331783099 0.08
 47.2529164506 19.1569967911 0.08
 51.2883912405 18.8965532444 0.08
 97.5304531682 19.3596691642 0.08
 18.9694809382  19.268912391 0.08
 3.52172387088 19.2755922214 0.08
 35.5090479913  18.985505946 0.08
 57.3424095314 19.4452093863 0.08
 10.6745749389 19.0213043357 0.08
  30.854126504 19.4069700176 0.08
 99.8521886987 19.3452268943 0.08
 28.4722072723 19.3944058632 0.08
 94.6302352473 19.0759052887 0.08
 57.7757022747  19.475076817 0.08
 72.6700136067 19.4056930628 0.08
 93.7162378018 19.0031877102 0.08
 41.9918116035 19.3228230921 0.08
 62.7038121024 18.8165766202 0.08
 28.2723398602 19.2924552158 0.08
 42.6199443318 19.3817133486 0.08
 86.6274731819 19.5052806737 0.08
 12.3308906131 19.0479080687 0.08
 54.8403651768 19.2308011616 0.08
 53.4105072151 19.1896407464 0.08
 43.9407216028  19.348659248 0.08
 89.8207840194 19.1479002304 0.08
 51.1838750852 19.0879250824 0.08
 10.7131155934 19.0555991656 0.08
 93.4198526278 18.9503078062 0.08
 32.7186425892 19.3741464776 0.08
  1.3949754772 19.2424333148 0.08
 99.4213885219 19.4263517681 0.08
  47.841099298 19.1047777191 0.08
 65.9628105427 18.8836230065 0.08
 38.1010492229 19.0841367651 0.08
  98.656838673  19.316474648 0.08
 39.6527941563 19.0058497519 0.08
 87.2703210635 19.3594622391 0.08
 17.2602521989 19.2314260775 0.08
 45.8876740807 19.3867739123 0.08
 78.9717563052 18.8555132278 0.08
 45.2979090594 19.1004361726 0.08
 76.4198414114 18.9916610811 0.08
 62.7849609783 18.7887932416 0.08
 49.0263347725 18.9157799415 0.08
 72.5324097482  19.359479534 0.08
 95.8936191301 19.2069580972 0.08
 37.2071327291 19.0042607654 0.08
  74.887325739 19.0956618373 0.08
   99.76155643 19.3848191013 0.08
 54.2942253539 19.1834004213 0.08
 3.83085845237 19.4934790775 0.08
 17.8831467536 19.1711644196 0.08
 88.2812059518   19.34436052 0.08
  91.438663877 18.9802280971 0.08
 41.1234914672 19.2087200426 0.08
 21.6960646287 18.9336987765 0.08
 87.1747803937 19.4610253062 0.08
 47.3142629379 19.2865259895 0.08
 11.0809083346  19.114730546 0.08
 93.5458154813 18.8836190763 0.08
 49.0715470106 18.9959202538 0.08
  56.068097247  19.309779609 0.08
 58.5176921883 19.5161031618 0.08
 42.1312461284 19.4334040368 0.08
 79.5219419229 18.8468018589 0.08
 87.9623680658 19.2981826854 0.08
 87.1765151002 19.3494673472 0.08
 82.8411793137 19.0746810639 0.08
 97.4791222391 19.3241737081 0.08
 81.9129887162 19.1673126634 0.08
 93.6344325379 18.9612691121 0.08
  89.330485508 19.1283904139 0.08
 41.3101679101 19.2475646483 0.08
 17.4810484156 19.2861226874 0.08
 51.8270628197 18.9516116548 0.08
 59.8907765047  19.128582095 0.08
  80.317366222  18.963070415 0.08
 38.2380082239 19.0015150824 0.08
 34.6796123259 18.9749490409 0.08
 70.6593520197 19.4502112235 0.08
 94.4869618107 19.0776651983 0.08
 9.28722462875 18.9363718386 0.08
 82.6975891393 19.1355952455 0.08
 95.7153924382 19.0755295544 0.08
  67.879293739 19.0797838476 0.08
 9.22610408143 18.8542158996 0.08
 22.8201905038 18.9368898129 0.08
 16.3792258633 19.5033748395 0.08
 36.7729567555 18.9726507535 0.08
  60.279626519 19.3488956814 0.08
 9.04957705261 18.8693236883 0.08
 45.5571870729 19.4386513299 0.08
 59.6827079184 19.1601925864 0.08
 11.8596412481 19.2553067365 0.08
 5.17890202758 19.2080293284 0.08
 68.7825697259 19.1097271352 0.08
 24.9781903744 19.1147712304 0.08
 46.1737273939 19.2901050506 0.08
 92.0142387579 19.0111568114 0.08
  98.268365001 19.3000327919 0.08
 3.44960685956 19.5215214013 0.08
 63.5736149862 18.9893857745 0.08
 11.2871933122 19.0621098824 0.08
 62.2021486948 18.8253126574 0.08
 37.4387715339 18.9739734142 0.08
  4.9143694156 19.1778482127 0.08
 77.1400186535 18.8624404661 0.08
 57.3984781453 19.3375814345 0.08
 31.7290042483 19.2870719653 0.08
 93.8187364196 19.0326892394 0.08
 35.2590194564 18.9441356228 0.08
 88.4787523605 19.3675153178 0.08
 95.7485719089 19.1049519118 0.08
 5.98873970918 19.0943489485 0.08
0.107117268749 19.2578714398 0.08
  74.665451526 19.2355690316 0.08
 90.3966574935 18.8295833611 0.08
 19.1350675284 19.3426510687 0.08
 88.4742026989 19.4086595548 0.08
  53.882585113  19.147310996 0.08
 57.2249813536 19.5634988144 0.08
 93.3875375189 18.8897137573 0.08
 54.3902174377 19.0858978793 0.08
 86.7124779034 19.3519871911 0.08
 59.5984931296 19.2507335803 0.08
0.223266904691 19.2662431841 0.08
 67.0912145091 19.1688305719 0.08
 43.3557061054 19.3327965279 0.08
 89.1339226122 19.1938962579 0.08
 42.1205165926 19.4061233641 0.08
 71.7390577858 19.4434633892 0.08
 84.5095443723 19.3229804419 0.08
 97.1869280487  19.273262828 0.08
 93.9675036715 19.0437099305 0.08
 92.0510996175 18.9191137756 0.08
 59.1698472782 19.3087180772 0.08
 88.7747734686 19.2262166109 0.08
 58.4475634911 19.4595156918 0.08
 42.1004323233 19.3198031334 0.08
 96.5786682545 19.1671989464 0.08
  10.730201532 19.1050514246 0.08
 98.6442500575 19.2868576806 0.08
  99.789778409  19.287810983 0.08
 27.8946922773 19.4663781781 0.08
 95.7759352153 19.0124428061 0.08
 90.3254753578 18.8509605532 0.08
  96.179141532  19.251855231 0.08
 83.6633830578 19.1373662569 0.08
 96.5087910631 19.1440394349 0.08
  48.933247593 19.0180544854 0.08
 76.6815435949 18.8146316466 0.08
 92.4662340665 18.9587628796 0.08
 97.6299034413 19.3103105352 0.08
 3.34243929934 19.3791313456 0.08
 99.2095490827 19.5179089767 0.08
 90.8650513882 19.0739079678 0.08
 38.5196987988 19.0568382225 0.08
 51.1117524417 18.9647894952 0.08
 81.9978143703 19.0576285521 0.08
 70.5342263598 19.3478248526 0.08
 11.1518523389 19.0386821664 0.08
 88.9539355825   19.19187471 0.08
 46.5411605327 19.3488048222 0.08
 27.0557860611 19.1398984961 0.08
 63.4692696609 18.9285215108 0.08
 41.8805828357 19.2679733878 0.08
 93.5279610105 19.1180832985 0.08
  22.988041702 18.9316657588 0.08
 32.7804907111 19.1233762569 0.08
 95.6145035988  19.001780852 0.08
 71.8725537159 19.3920960049 0.08
 89.1737393469 19.0704437147 0.08
  56.166201557 19.4193881322 0.08
  75.359942785 19.0822040677 0.08
 99.5015684585 19.4471210722 0.08
 79.0647801304 18.9702078981 0.08
 86.9579073837 19.3728119406 0.08
  98.010338652 19.2829379369 0.08
 16.5363232536 19.3717483854 0.08
